date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,c6h6,co,no,no2,nox,o3,so2,casos_total,poblacio_total,incidencia_1000
2016-01-22,287.916.666.666.667,283.375,819.166.666.666.667,NA,642.916.666.666.667,900.208.333.333.333,15.5,4.5,0,1.2,0.38,46,43.79,113.5,12.92,5.27,59,35595,165.753.617.081.051
2016-01-23,245.625,284.125,784.583.333.333.333,NA,109.041.666.666.667,109.458.333.333.333,17.6,7.2,0,1.32,0.38,33,34.88,85.08,19.46,5.54,42,23822,17.630.761.480.984
2016-01-24,165.833.333.333.333,259.520.833.333.333,810.625,NA,397.083.333.333.333,111.541.666.666.667,14.7,7.7,0,0.96,0.3,11.62,26.12,43.62,24.83,5.42,116,44780,259.044.216.167.932
2016-01-25,253.541.666.666.667,271.75,84.5,NA,862.083.333.333.333,128.104.166.666.667,16.7,9.3,0,0.78,0.34,35.62,37.29,91.08,32.42,3.79,114,46524,245.034.820.737.684
2016-01-26,219.375,2.810.625,846.666.666.666.667,NA,922.291.666.666.667,121.395.833.333.333,16.7,8.7,0,0.94,0.43,34.73,43.23,95.86,21.91,4.73,91,40129,226.768.671.035.909
2016-01-27,2.8375,282.375,82.625,NA,119.895.833.333.333,108.166.666.666.667,17.2,5.2,0,0.66,0.43,20.46,38.33,69.38,27.38,3.75,114,49341,231.045.175.411.929
2016-01-28,285.208.333.333.333,280.770.833.333.333,823.125,NA,112.041.666.666.667,112.333.333.333.333,17.3,6.3,0,01.05,0.52,37.62,51.25,108.21,21.62,04.08,122,52978,230.284.268.941.825
2016-01-29,240.416.666.666.667,306.708.333.333.333,759.583.333.333.333,NA,47.875,117.520.833.333.333,15.3,7.7,0,01.05,0.57,53.04,57.62,138.12,08.04,4.92,38,19262,19.727.961.790.053
2016-01-30,268.958.333.333.333,316.875,710.833.333.333.333,NA,104.041.666.666.667,116.083.333.333.333,17.3,6.8,0,0.78,0.48,15.46,39.88,63.08,19.96,5.33,57,32170,177.183.711.532.484
2016-01-31,284.375,2.968.125,736.666.666.666.667,NA,937.916.666.666.667,1.050.625,16.4,5.7,0,0.85,0.48,17.25,39.5,65.38,16.25,5.17,126,58455,215.550.423.402.617
2016-02-01,3.2625,290.791.666.666.667,74.875,NA,134.979.166.666.667,1.300.625,20.2,7.4,0,0.8,0.48,29.92,40.5,86.08,20.46,4.5,106,47020,225.435.984.687.367
2016-02-02,2.15,246.333.333.333.333,821.666.666.666.667,NA,117.645.833.333.333,114.145.833.333.333,17.5,8,0,0.78,0.56,41.17,50.88,113.62,14.58,05.08,107,52686,203.090.004.934.897
2016-02-03,241.875,288.166.666.666.667,744.375,NA,122.375,126.979.166.666.667,18.3,7.7,0,0.62,0.5,34.42,45.5,97.62,22.54,4.62,98,45052,21.752.641.392.169
2016-02-04,280.625,290.479.166.666.667,591.458.333.333.333,NA,142.645.833.333.333,901.875,14.6,5,0,0.81,0.49,29.25,58.5,102.88,25.25,4.38,86,36479,235.752.076.537.186
2016-02-05,349.583.333.333.333,276.770.833.333.333,62.25,NA,139.166.666.666.667,911.875,16.2,3.7,0,0.73,0.47,21.87,53.35,86.3,32.78,4.61,47,25362,185.316.615.408.879
2016-02-06,208.125,264.229.166.666.667,788.125,NA,875.416.666.666.667,10.2375,16.8,6.1,0,1.12,0.56,27.12,55.21,96.29,27.96,5.25,55,33563,163.870.929.297.143
2016-02-07,293.541.666.666.667,239.166.666.666.667,683.333.333.333.333,NA,82.125,110.208.333.333.333,13.6,7.1,0.8,0.93,0.47,9.96,30.33,45.46,48.17,3.54,156,65865,236.848.098.383.056
2016-02-08,274.791.666.666.667,280,631.041.666.666.667,NA,143.25,107.520.833.333.333,19,3.7,0,0.68,0.45,29.08,45.04,89.29,39.21,4.83,137,54446,25.162.546.376.226
2016-02-09,537.291.666.666.667,265.229.166.666.667,56.625,NA,93,156.020.833.333.333,19.7,7.5,0,0.71,0.41,9,24.41,38.18,50.74,3.24,116,59325,195.533.080.488.833
2016-02-10,451.666.666.666.667,1.970.625,581.458.333.333.333,NA,1.024.375,1.399.375,17.8,10.7,0.1,0.63,0.34,3.88,23.92,29.58,61.08,4.81,107,49363,216.761.542.045.662
2016-02-11,1.375,176.791.666.666.667,922.291.666.666.667,NA,381.041.666.666.667,1.126.875,14.3,8.1,1.5,0.77,NA,8.21,34.96,47,39.08,03.04,79,35881,220.172.236.002.341
2016-02-12,327.916.666.666.667,260.083.333.333.333,824.166.666.666.667,NA,875.208.333.333.333,133.625,19.6,8.7,0.1,0.89,NA,25.83,32.29,71.38,24.71,3.25,70,42235,165.739.315.733.396
2016-02-13,369.166.666.666.667,223.416.666.666.667,70.25,NA,142.583.333.333.333,166.416.666.666.667,23.6,10.6,6.1,0.66,NA,7.46,18.71,29.96,43.79,2.83,68,34079,199.536.371.372.399
2016-02-14,348.958.333.333.333,2.119.375,633.125,NA,156.208.333.333.333,13.25,18.2,8.2,2.6,0.6,NA,1.21,12.79,14.42,67.08,1.92,148,76049,194.611.368.985.785
2016-02-15,302.916.666.666.667,256.958.333.333.333,633.125,NA,164.541.666.666.667,989.375,14.3,6.7,0,0.69,0.33,20.17,40.58,71.25,33,2.5,135,67693,199.429.778.559.083
2016-02-16,250.625,286.125,510.625,NA,169.208.333.333.333,740.625,13.4,0.6,0,0.93,0.41,44.36,52.32,119.77,30.23,3.91,107,51177,209.078.296.891.182
2016-02-17,404.583.333.333.333,295.625,508.958.333.333.333,NA,1.725.625,653.125,11.4,3,0,0.69,0.45,10.88,42.25,58.54,36.75,03.08,108,57310,188.448.787.297.156
2016-02-18,228.333.333.333.333,274.645.833.333.333,567.083.333.333.333,NA,846.875,720.833.333.333.333,12.4,2.4,0,0.89,0.52,28.62,55.04,98.46,24.46,3,121,54544,221.839.249.046.641
2016-02-19,266.041.666.666.667,272.770.833.333.333,721.041.666.666.667,NA,155.875,760.625,14,3.2,0,1,0.54,32.58,48.12,97.5,26.88,2.14,71,37838,18.764.205.296.263
2016-02-20,330.208.333.333.333,2.803.125,656.666.666.666.667,NA,175,792.291.666.666.667,15.4,2.4,0,0.88,0.53,22.29,41.62,75.38,33.04,3.38,73,33862,215.580.887.130.116
2016-02-21,355.208.333.333.333,268.145.833.333.333,574.166.666.666.667,NA,145.458.333.333.333,101.770.833.333.333,17.9,3.7,0,0.72,0.49,7,32.5,43.08,45.42,06.04,185,73834,250.562.071.674.296
2016-02-22,217.916.666.666.667,251.979.166.666.667,619.375,NA,141.208.333.333.333,136.645.833.333.333,18.9,7,0,0.97,0.59,33.86,59.05,110.59,24.55,7.2,181,72636,249.187.730.601.905
2016-02-23,228.333.333.333.333,2.665.625,717.916.666.666.667,NA,169.25,112.020.833.333.333,19.6,5.8,0,1,0.61,38.33,52.83,111.04,21.17,4.71,174,74721,232.866.262.496.487
2016-02-24,285.416.666.666.667,272.625,729.166.666.666.667,NA,158.458.333.333.333,1.121.875,17.4,6,0,0.81,0.55,32.96,46.58,96.54,29.96,4.75,170,72869,233.295.365.656.178
2016-02-25,330.833.333.333.333,273.020.833.333.333,642.291.666.666.667,NA,186.833.333.333.333,122.291.666.666.667,18,6.4,0,0.74,0.49,19.25,40.46,69.5,33.58,3.67,128,48916,261.673.072.205.413
2016-02-26,219.791.666.666.667,255.520.833.333.333,67,NA,121.083.333.333.333,110.895.833.333.333,16.3,7.5,0,0.7,0.5,29,46.5,90.21,31.12,2.67,82,44509,184.232.402.435.462
2016-02-27,372.083.333.333.333,151.979.166.666.667,815.208.333.333.333,NA,1.018.125,101.416.666.666.667,13.7,6.3,20,0.67,0.43,04.04,16.54,22.62,69.21,1.38,63,35610,176.916.596.461.668
2016-02-28,384.791.666.666.667,126.479.166.666.667,703.125,NA,164.041.666.666.667,103.479.166.666.667,14.8,6,0.6,0.61,0.42,2,17.62,20.5,62.54,1.5,233,88042,264.646.418.754.685
2016-02-29,423.125,245.875,518.333.333.333.333,NA,168.479.166.666.667,12.2,18.8,6.7,0,0.71,0.5,5.96,37.38,46.42,43.29,2.5,221,82410,268.171.338.429.802
2016-03-01,262.916.666.666.667,308.645.833.333.333,441.458.333.333.333,NA,196.333.333.333.333,118.333.333.333.333,18.6,6.5,0,0.73,0.5,17.08,46.79,72.62,39.42,2.38,171,63534,269.147.228.255.737
2016-03-02,401.666.666.666.667,282.395.833.333.333,483.125,NA,165.416.666.666.667,139.791.666.666.667,19.5,8.9,0,0.63,0.48,14.42,32.96,54.75,49.33,2.79,154,62756,245.394.862.642.616
2016-03-03,414.166.666.666.667,312.145.833.333.333,449.791.666.666.667,NA,192.833.333.333.333,130.229.166.666.667,18.5,9.2,0,0.6,0.43,2.33,17.17,20.42,69,1.12,157,69560,225.704.427.832.087
2016-03-04,408.125,267.416.666.666.667,732.708.333.333.333,NA,192.770.833.333.333,114.104.166.666.667,16.3,6.7,0,0.61,0.51,12.25,34.67,53.29,51.5,2.21,133,57674,230.606.512.466.623
2016-03-05,439.375,308.604.166.666.667,467.916.666.666.667,NA,201.854.166.666.667,12.375,16.2,8.3,0,0.61,NA,1.67,12.67,14.96,69.75,1.25,90,52054,172.897.375.802.052
2016-03-06,324.166.666.666.667,267.479.166.666.667,592.916.666.666.667,NA,188.75,952.291.666.666.667,14.1,6,0,0.61,NA,1.88,17.54,20.33,59.92,2,253,79092,319.880.645.324.432
2016-03-07,260.625,250.083.333.333.333,598.125,NA,205.604.166.666.667,100.041.666.666.667,14.6,4.6,0,0.62,0.32,8.14,33.41,45.64,50.74,2.65,170,68235,249.139.004.909.504
2016-03-08,327.708.333.333.333,181.083.333.333.333,671.458.333.333.333,NA,198.958.333.333.333,105.333.333.333.333,14.4,7,0,0.68,0.36,12.71,34.29,53.21,50.12,2.92,172,67276,255.663.238.004.638
2016-03-09,2.275,278.479.166.666.667,708.541.666.666.667,NA,619.166.666.666.667,7.8375,11.1,4.1,0.3,0.73,0.41,32.08,56.83,105.67,17.21,03.08,140,62296,224.733.530.242.712
2016-03-10,312.083.333.333.333,290.791.666.666.667,566.666.666.666.667,NA,202.604.166.666.667,888.125,15.6,4.1,0,0.8,0.41,20.78,46.65,78.22,32.96,2.74,152,67040,22.673.031.026.253
2016-03-11,260.833.333.333.333,255.375,618.958.333.333.333,NA,219.416.666.666.667,966.041.666.666.667,15.4,4.7,0,0.73,0.45,25.17,47.33,85.54,35.88,4.62,81,48058,168.546.339.839.361
2016-03-12,3.025,2.744.375,628.958.333.333.333,NA,217.708.333.333.333,970.416.666.666.667,15.5,4.9,0,0.78,0.4,10.67,36.46,52.46,51.12,3.21,70,40071,174.689.925.382.446
2016-03-13,334.375,249.583.333.333.333,629.166.666.666.667,NA,208.791.666.666.667,952.083.333.333.333,15.2,4.7,0,0.73,0.43,3.88,23.67,29.29,68.17,3.12,171,72870,23.466.447.097.571
2016-03-14,260.416.666.666.667,203.625,746.875,NA,133.270.833.333.333,101.166.666.666.667,14.7,5.6,0,0.95,0.51,20.58,54.54,85.58,41.54,5.54,176,71789,245.162.907.966.402
2016-03-15,242.916.666.666.667,307.729.166.666.667,76.75,NA,770.833.333.333.333,997.916.666.666.667,14.2,7.4,0.1,1.18,0.52,33.71,64.08,115.17,16.75,4.12,112,52554,213.114.130.227.956
2016-03-16,284.166.666.666.667,207.166.666.666.667,748.541.666.666.667,NA,133.875,9.7625,15.1,6.7,8.6,0.86,0.41,11.42,41,58.33,44.33,3.25,145,65956,219.843.532.051.671
2016-03-17,238.125,200.541.666.666.667,761.875,NA,885.416.666.666.667,926.458.333.333.333,12.7,6.9,2,0.82,0.47,21.58,44.88,77.33,36.33,2.5,92,46150,199.349.945.828.819
2016-03-18,239.166.666.666.667,261.895.833.333.333,808.958.333.333.333,NA,176.833.333.333.333,10.0125,14.7,5.1,0,0.85,0.5,28.08,41.42,84,40.17,3.58,62,33039,187.657.011.410.757
2016-03-19,202.083.333.333.333,176,853.958.333.333.333,NA,771.458.333.333.333,119.416.666.666.667,15.2,8.7,1.1,0.86,0.5,11.88,35.33,53.42,53,2.88,52,31703,164.022.332.271.394
2016-03-20,220.625,167.833.333.333.333,861.666.666.666.667,NA,192.479.166.666.667,12.625,16.5,9.3,8.4,0.63,0.45,04.09,26.45,32.82,70.45,2.64,99,46955,210.840.166.116.495
2016-03-21,233.125,230.854.166.666.667,833.541.666.666.667,NA,163.645.833.333.333,118.708.333.333.333,15.7,8.7,0,0.82,0.51,21.26,46.26,78.35,37.67,3.32,87,46724,186.199.811.659.961
2016-03-22,285.833.333.333.333,271.416.666.666.667,766.041.666.666.667,NA,169.708.333.333.333,12.4625,17.4,9.1,0,0.75,0.47,15.67,41.96,65.62,34.45,2.25,78,37203,209.660.511.249.093
2016-03-23,390.416.666.666.667,253.416.666.666.667,581.666.666.666.667,NA,222.75,123.291.666.666.667,19,7,0,0.62,0.4,6.75,30.12,40.29,61.67,1.96,79,40864,19.332.419.733.751
2016-03-24,383.125,2.629.375,70,NA,247.208.333.333.333,11.3125,16.1,5.2,0,0.69,0.46,18.25,37.12,64.83,55.5,4.54,48,32658,146.977.769.612.346
2016-03-25,2.275,204.354.166.666.667,819.791.666.666.667,NA,188.458.333.333.333,114.770.833.333.333,16.6,7,0.4,0.63,0.46,6.67,36.58,46.42,52.5,3.92,55,33036,166.485.046.615.813
2016-03-26,2.9875,250.979.166.666.667,821.875,NA,199.125,130.125,17.7,7.6,0,0.65,0.46,7.79,22.71,34.21,61.29,2.71,41,28415,144.289.987.682.562
2016-03-27,265.833.333.333.333,2.029.375,78.875,NA,187.104.166.666.667,127.895.833.333.333,16.8,8.1,0,0.6,0.42,2.61,23.17,27.26,59.61,4.17,54,32564,165.827.293.944.233
2016-03-28,231.041.666.666.667,281.041.666.666.667,707.291.666.666.667,NA,152.104.166.666.667,137.041.666.666.667,21.3,8.2,0,0.6,0.41,05.04,29,36.46,45.25,2.71,100,55140,181.356.546.971.346
2016-03-29,359.791.666.666.667,259.25,655.625,NA,242.333.333.333.333,151.145.833.333.333,21.1,8.6,0,0.6,0.43,18.33,37.96,65.5,41.12,3.62,77,42007,183.302.782.869.522
2016-03-30,204.166.666.666.667,2.273.125,80.625,NA,227.416.666.666.667,137.666.666.666.667,20.8,9.5,0,0.68,0.46,16.54,38.25,63.21,51.88,4.5,96,46377,206.999.159.065.916
2016-03-31,373.958.333.333.333,205.416.666.666.667,664.375,NA,228.020.833.333.333,154.020.833.333.333,21.1,10.3,0,0.72,0.48,8.75,41.12,54.25,56.46,2.71,59,31301,18.849.238.043.513
2016-04-01,251.458.333.333.333,239.166.666.666.667,837.708.333.333.333,NA,605.416.666.666.667,110.979.166.666.667,13.6,8.2,13.5,0.65,0.44,19.29,47.29,76.5,39.12,1.62,50,27670,180.701.120.346.946
2016-04-02,199.791.666.666.667,280.479.166.666.667,748.541.666.666.667,NA,1.440.625,11.7625,18,6.7,0,0.61,0.44,10.38,30.88,46.17,44.83,2.83,44,23767,185.130.643.328.986
2016-04-03,2.7,254.125,825.833.333.333.333,NA,175.770.833.333.333,12.6625,16.9,7.3,0,0.65,0.45,7.21,26.58,37.33,59.42,3.58,66,33773,19.542.237.882.332
2016-04-04,200.833.333.333.333,204.625,86.75,NA,1.149.375,137.583.333.333.333,17.5,9.4,3.7,0.63,0.5,23.61,37.78,73.57,54.52,3.52,64,34341,18.636.615.124.778
2016-04-05,355.416.666.666.667,1.500.625,895.833.333.333.333,NA,493.333.333.333.333,140.395.833.333.333,15.5,11,10.5,0.65,0.46,4.71,27.79,34.71,58.92,1.67,44,23698,185.669.676.765.972
2016-04-06,267.916.666.666.667,273.333.333.333.333,754.583.333.333.333,NA,2.411.875,147.604.166.666.667,20.7,9.9,0,0.6,0.49,16.38,37.12,61.71,33.88,2.58,48,24920,192.616.372.391.653
2016-04-07,314.375,229,681.458.333.333.333,NA,276.375,143.916.666.666.667,18,10.2,0,0.6,0.47,6.42,36.04,45.46,53.33,2.96,50,29738,168.135.046.069.003
2016-04-08,257.916.666.666.667,206.479.166.666.667,745.208.333.333.333,NA,186.604.166.666.667,1.078.125,14.1,6.4,2.2,0.61,0.43,4.83,28.79,35.83,64.54,1.62,41,29636,138.345.255.770.009
2016-04-09,4.25,2.721.875,627.708.333.333.333,NA,277.729.166.666.667,122.708.333.333.333,18,8.2,0,0.6,0.44,2.75,17.42,21.5,70.29,1.38,32,18053,177.255.857.752.174
2016-04-10,285.208.333.333.333,256.145.833.333.333,812.083.333.333.333,NA,227.458.333.333.333,130.625,17.8,8.5,0,0.6,0.54,3.79,29.21,34.83,62.96,3.5,108,46101,234.268.237.131.516
2016-04-11,303.333.333.333.333,249.125,76.875,NA,2.728.125,144.229.166.666.667,20.5,9,0.1,0.65,0.54,17.08,45.96,72,55.92,3.12,74,34516,214.393.324.834.859
2016-04-12,255.208.333.333.333,230.333.333.333.333,792.708.333.333.333,NA,266.020.833.333.333,142.125,20.3,8.6,0,0.68,0.51,15.71,30.21,54.12,68.33,03.04,70,36021,194.331.084.645.068
2016-04-13,316.041.666.666.667,2.645.625,588.333.333.333.333,NA,263.041.666.666.667,1.628.125,23,9.5,0,0.72,0.53,17.71,34.67,61.25,60.38,03.04,58,29812,194.552.529.182.879
2016-04-14,354.166.666.666.667,260.625,610.833.333.333.333,NA,297.604.166.666.667,1.548.125,22.4,9.7,0,0.62,0.54,17.29,42.25,68.38,56.12,4.33,59,28777,205.024.846.231.365
2016-04-15,273.958.333.333.333,224.458.333.333.333,798.541.666.666.667,NA,258.5,146.104.166.666.667,20,8.9,0,0.68,0.53,12.38,33.92,52.83,67.96,03.08,38,21660,175.438.596.491.228
2016-04-16,3.9375,265.416.666.666.667,697.291.666.666.667,NA,288.291.666.666.667,170.229.166.666.667,22.8,9.9,0,0.61,0.52,9,28.75,42.25,59.92,2.96,36,19569,183.964.433.542.848
2016-04-17,362.291.666.666.667,204.854.166.666.667,626.041.666.666.667,NA,251.895.833.333.333,181.708.333.333.333,24.5,12.8,0,0.6,0.48,1.58,14.88,17.38,71.79,1.58,61,27088,225.191.966.922.623
2016-04-18,262.083.333.333.333,208.291.666.666.667,761.875,NA,292.541.666.666.667,141.604.166.666.667,18.8,9.7,0,0.67,0.54,15.33,30.5,53.5,57.33,4.42,66,30505,216.357.974.102.606
2016-04-19,250.416.666.666.667,1.978.125,66,NA,253.854.166.666.667,138.791.666.666.667,19.9,8.7,0,0.72,0.59,26.67,41.42,81.96,52.83,4.25,67,37523,178.557.151.613.677
2016-04-20,514.166.666.666.667,906.458.333.333.333,52.875,NA,240.708.333.333.333,17,20.7,12.2,1.2,0.63,0.54,2.3,32.39,35.78,87.45,4,49,25888,189.276.885.043.263
2016-04-21,234.791.666.666.667,1.841.875,85,NA,1.660.625,146.395.833.333.333,19.7,11.8,13.3,0.62,0.57,6.58,39.08,48.75,81.5,2,41,22844,17.947.819.996.498
2016-04-22,229.166.666.666.667,238.166.666.666.667,867.916.666.666.667,NA,160.708.333.333.333,149.291.666.666.667,18.9,11.2,0,0.7,0.64,20.21,38.71,69.12,56.5,2.88,33,19624,168.161.434.977.578
2016-04-23,260.416.666.666.667,241.208.333.333.333,787.708.333.333.333,NA,290.625,14.7,20.1,10,2.2,0.61,0.59,8.12,31.25,43.29,48,2.42,39,25555,152.612.013.304.637
2016-04-24,314.166.666.666.667,220.333.333.333.333,746.875,NA,3.146.875,145.625,18.9,9.6,0,0.6,0.56,3,17.67,21.92,58.12,2.42,76,41690,182.297.913.168.626
2016-04-25,372.083.333.333.333,2.564.375,654.375,NA,306.416.666.666.667,1.306.875,17.2,7.6,0,0.62,0.58,3.71,21.92,27.42,73.54,02.08,80,41124,194.533.605.680.381
2016-04-26,285.416.666.666.667,204.708.333.333.333,719.375,NA,304.229.166.666.667,143.458.333.333.333,19.5,8.2,0,0.69,0.63,17.58,37.54,64.04,60,3.62,48,21554,222.696.483.251.369
2016-04-27,307.916.666.666.667,802.708.333.333.333,761.458.333.333.333,NA,699.375,139.041.666.666.667,15.4,11.5,2.2,0.6,0.56,1.83,17.62,20.33,77.58,2.79,67,35818,18.705.678.709.029
2016-04-28,198.333.333.333.333,137.458.333.333.333,818.958.333.333.333,NA,77.75,1.191.875,15.3,8.1,4.3,0.61,0.58,3.21,30.88,35.5,59.38,2.33,80,44224,180.897.250.361.794
2016-04-29,273.958.333.333.333,253.333.333.333.333,770.625,NA,276.958.333.333.333,140.333.333.333.333,18.6,10,0,0.68,0.67,18.83,34.92,63.5,51.71,3.5,37,22768,162.508.784.258.609
2016-04-30,241.458.333.333.333,229.729.166.666.667,848.541.666.666.667,NA,125.75,12.9,18.1,8.6,2.5,0.61,0.64,5.25,33.42,41.08,48.04,2.29,37,22162,166.952.441.115.423
2016-05-01,323.125,281.875,475.416.666.666.667,NA,3.365.625,1.374.375,21.1,8.1,0,0.6,0.56,1.96,19.71,22.54,70.67,1.96,71,35624,199.303.840.107.793
2016-05-02,332.708.333.333.333,263.791.666.666.667,498.958.333.333.333,NA,3.328.125,1.610.625,24.9,8.2,0,0.6,0.64,5,35.08,42.67,60.83,2.33,89,44174,201.475.981.346.493
2016-05-03,264.583.333.333.333,199.208.333.333.333,717.083.333.333.333,NA,322.541.666.666.667,1.524.375,20.1,9.5,0,0.62,0.68,10.92,37.96,54.33,66.83,05.04,68,33781,201.296.586.838.756
2016-05-04,373.333.333.333.333,253.645.833.333.333,710.208.333.333.333,NA,330.666.666.666.667,158.041.666.666.667,21.6,10.4,0,0.61,0.67,11,41.96,58.54,58.17,3.46,64,29770,214.981.525.025.193
2016-05-05,378.333.333.333.333,161.520.833.333.333,719.166.666.666.667,NA,315.645.833.333.333,155.958.333.333.333,20.3,10.6,0,0.65,0.63,14.75,37.29,59.83,71.04,4.33,79,39530,199.848.216.544.397
2016-05-06,297.708.333.333.333,995.208.333.333.333,76.5,NA,136.833.333.333.333,1.613.125,18.8,13.7,0.4,0.62,0.46,6.83,41.04,51.21,78.33,4.62,33,20964,157.412.707.498.569
2016-05-07,234.583.333.333.333,109.583.333.333.333,813.958.333.333.333,NA,116.5,154.770.833.333.333,20.2,12.8,3.8,1.12,0.2,2.46,30.25,33.62,87.62,2.83,23,15601,147.426.447.022.627
2016-05-08,253.958.333.333.333,895.833.333.333.333,897.708.333.333.333,NA,823.333.333.333.333,155.458.333.333.333,17.9,11.5,1.1,0.82,0.2,1.42,20,22.17,81.42,02.04,72,35459,203.051.411.489.326
2016-05-09,348.541.666.666.667,86.25,927.083.333.333.333,NA,305.833.333.333.333,163.625,17.7,13.9,2.9,0.64,0.22,2.79,33.12,37.25,67.71,2.17,71,34243,207.341.646.467.891
2016-05-10,209.583.333.333.333,253.75,836.458.333.333.333,NA,138.104.166.666.667,155.583.333.333.333,20.1,11.3,7.8,0.65,0.21,15.71,50.83,74.58,38.88,2.58,70,37990,184.259.015.530.403
2016-05-11,357.916.666.666.667,2.676.875,782.083.333.333.333,NA,263.791.666.666.667,155.604.166.666.667,20.8,11.4,0.1,0.61,0.22,17.17,35.38,61.21,51.33,2.21,62,35796,173.203.709.911.722
2016-05-12,306.666.666.666.667,246.458.333.333.333,716.666.666.666.667,NA,276.645.833.333.333,16.4,21.8,10.9,0,0.61,0.21,15.58,36.25,59.75,58,3.21,62,35122,176.527.532.600.649
2016-05-13,262.083.333.333.333,244.375,730.416.666.666.667,NA,246.083.333.333.333,1.641.875,21.6,10.7,0,0.65,0.25,16.62,48.17,73.21,40.75,4.33,27,16748,161.213.279.197.516
2016-05-14,234.583.333.333.333,230.854.166.666.667,739.166.666.666.667,NA,310.666.666.666.667,169.166.666.666.667,22.6,10.5,1.7,0.62,0.24,5.38,34.83,42.88,50.79,3.38,37,14681,25.202.642.871.739
2016-05-15,244.583.333.333.333,214,715.833.333.333.333,NA,3.369.375,185.354.166.666.667,23.8,14.1,0,0.61,0.22,3.79,24.62,30.04,68.12,3.83,49,32410,151.187.904.967.603
2016-05-16,253.333.333.333.333,232.166.666.666.667,66.625,NA,333.729.166.666.667,1.771.875,22.9,11.2,0,0.6,0.21,1.71,18.08,20.54,90.58,3.58,70,35147,199.163.513.244.374
2016-05-17,276.041.666.666.667,244.083.333.333.333,742.291.666.666.667,NA,261.520.833.333.333,163.583.333.333.333,21.4,11.3,0,0.64,0.27,25.3,40.52,79.17,63.91,3.48,73,33531,217.708.985.714.712
2016-05-18,375.416.666.666.667,231.270.833.333.333,80.25,NA,306.75,1.736.875,21.7,12.2,0,0.6,0.24,12.54,33.96,52.46,56.04,3,63,30725,205.044.751.830.757
2016-05-19,274.166.666.666.667,215.020.833.333.333,728.541.666.666.667,NA,3.254.375,182.833.333.333.333,23.6,14.6,0,0.62,0.25,13.96,28.04,49,60.5,3.79,63,26841,234.715.547.110.763
2016-05-20,281.875,243.979.166.666.667,750.625,NA,330.375,181.895.833.333.333,22.9,12.6,0,0.6,0.26,10.04,26.21,41.38,65.21,2.79,39,19537,199.621.231.509.444
2016-05-21,396.041.666.666.667,2.491.875,776.041.666.666.667,NA,341.708.333.333.333,177.854.166.666.667,22.7,12,0,0.62,0.29,4.75,21.38,28.25,61.96,2.75,23,12589,182.699.181.825.403
2016-05-22,306.041.666.666.667,232.583.333.333.333,828.333.333.333.333,NA,230.333.333.333.333,171.333.333.333.333,22.5,12.5,3,0.6,0.27,5.38,22.75,30.88,55.33,2.12,80,42581,187.877.222.235.269
2016-05-23,364.166.666.666.667,263.958.333.333.333,616.458.333.333.333,NA,3.475.625,158.416.666.666.667,21.5,10.6,0,0.6,0.24,4.79,22.79,29.62,56.33,1.96,88,38039,231.341.517.915.823
2016-05-24,305.833.333.333.333,257.729.166.666.667,726.875,NA,308,170.375,22,12.3,0,0.65,0.33,10.3,31.39,46.96,46.18,6.63,65,29574,219.787.651.315.345
2016-05-25,225.833.333.333.333,2.015.625,74.625,NA,254.145.833.333.333,188.354.166.666.667,23.6,12.7,0,0.63,0.41,18.46,36.25,64.04,48.21,06.05,50,28818,173.502.671.941.148
2016-05-26,302.708.333.333.333,105.645.833.333.333,784.791.666.666.667,NA,308.770.833.333.333,187.541.666.666.667,23,14,0,0.86,0.41,9,27.5,41.08,63.38,3.96,52,24142,215.392.262.447.187
2016-05-27,224.791.666.666.667,231.208.333.333.333,754.375,NA,3.324.375,189.625,24.9,13.6,0,0.67,0.42,20.75,29.33,61.08,59.79,3.5,28,18115,154.568.037.537.952
2016-05-28,180.416.666.666.667,2.166.875,825.416.666.666.667,NA,192.520.833.333.333,1.861.875,23.6,13,1,0.64,0.43,7.21,29.04,39.88,52.54,2.5,35,19374,180.654.485.392.794
2016-05-29,412.708.333.333.333,227.020.833.333.333,593.333.333.333.333,NA,345.458.333.333.333,202.041.666.666.667,27.5,12.5,0.1,0.6,0.35,1.75,16.33,19,68.96,1.96,60,25846,232.144.238.953.803
2016-05-30,2.7125,202.666.666.666.667,669.166.666.666.667,NA,338.520.833.333.333,191.895.833.333.333,24.6,13.9,0,0.6,0.42,11.54,27.96,45.5,63.25,4.25,63,31135,202.344.628.231.893
2016-05-31,2.6875,219.791.666.666.667,648.333.333.333.333,NA,309.854.166.666.667,188.666.666.666.667,24.4,13.4,0,0.6,0.42,8.25,28.46,40.79,67.29,4.38,70,37211,188.116.417.188.466
2016-06-01,260.625,220.229.166.666.667,652.916.666.666.667,NA,351.854.166.666.667,186.229.166.666.667,23.9,12.7,0,0.6,0.45,7.67,33.12,44.71,73.04,4.75,62,35057,176.854.836.409.276
2016-06-02,242.083.333.333.333,232.645.833.333.333,699.583.333.333.333,NA,344.416.666.666.667,1.893.125,24.3,13.5,0,0.6,0.4,13.2,36.58,56.95,68.95,4.38,62,29033,213.550.098.164.158
2016-06-03,3.2,2.469.375,713.541.666.666.667,NA,324.979.166.666.667,191.229.166.666.667,25.1,12.4,0,0.62,0.43,9.46,36.33,50.71,60.42,3.67,42,24719,169.909.785.994.579
