,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,no,no2,nox,o3,so2
2567,2018-09-26,3.9125,64.875,648.333.333.333.333,NA,1.988.125,213.479.166.666.667,24,15.7,0,30,12167,246.568.587.161.996,NA,NA,NA,NA,NA
2568,2018-09-27,207.083.333.333.333,232.145.833.333.333,763.541.666.666.667,NA,218.291.666.666.667,187.520.833.333.333,24.5,14.2,0,22,11803,186.393.289.841.566,NA,NA,NA,NA,NA
2569,2018-09-28,274.791.666.666.667,254.208.333.333.333,71.5,NA,218.645.833.333.333,204.770.833.333.333,27.6,15.3,0,25,9629,259.632.360.577.422,NA,NA,NA,NA,NA
2570,2018-09-29,273.333.333.333.333,170.708.333.333.333,681.875,NA,208.833.333.333.333,2.156.875,27.1,16.8,0,17,9348,181.857.081.728.712,NA,NA,NA,NA,NA
2571,2018-09-30,3.1125,2.308.125,741.875,NA,196.770.833.333.333,216.270.833.333.333,26.8,17.4,0,15,6517,230.167.254.871.874,NA,NA,NA,NA,NA
2572,2018-10-01,304.375,238.020.833.333.333,63.125,NA,155.854.166.666.667,19.925,24.7,15,0,18,8825,203.966.005.665.722,NA,NA,NA,NA,NA
2573,2018-10-02,331.666.666.666.667,264.395.833.333.333,503.125,NA,214.729.166.666.667,177.083.333.333.333,24.2,13.7,0,40,16905,236.616.385.684.709,NA,NA,NA,NA,NA
2574,2018-10-03,2.8875,264,574.166.666.666.667,NA,207.708.333.333.333,18.675,25.2,13.5,0,31,14136,219.298.245.614.035,NA,NA,NA,NA,NA
2575,2018-10-04,239.166.666.666.667,188.291.666.666.667,65.75,NA,202.916.666.666.667,194.583.333.333.333,25.9,14.3,0,33,13303,248.064.346.388.033,NA,NA,NA,NA,NA
2576,2018-10-05,234.791.666.666.667,2.158.125,733.958.333.333.333,NA,198.354.166.666.667,1.953.125,24.8,15.3,0,30,12777,234.796.900.680.911,NA,NA,NA,NA,NA
2577,2018-10-06,245.416.666.666.667,256.104.166.666.667,811.666.666.666.667,NA,1.511.875,198.916.666.666.667,25.4,15.7,0,7,3057,22.898.266.274.125,NA,NA,NA,NA,NA
2578,2018-10-07,236.458.333.333.333,1.909.375,708.333.333.333.333,NA,1.170.625,181.958.333.333.333,21.2,14.1,1.6,15,7336,204.471.101.417.666,NA,NA,NA,NA,NA
2579,2018-10-08,202.916.666.666.667,240.020.833.333.333,730.416.666.666.667,NA,938.958.333.333.333,163.833.333.333.333,21.8,14,0.7,40,18782,212.969.864.764.136,NA,NA,NA,NA,NA
2580,2018-10-09,301.666.666.666.667,139.458.333.333.333,81,NA,883.541.666.666.667,182.395.833.333.333,21.8,15.1,18,31,12776,242.642.454.602.379,NA,NA,NA,NA,NA
2581,2018-10-10,201.458.333.333.333,172.083.333.333.333,86,NA,131.083.333.333.333,195.645.833.333.333,23.7,16.9,21,34,14196,239.504.085.657.932,NA,NA,NA,NA,NA
2582,2018-10-11,249.583.333.333.333,250,876.041.666.666.667,NA,173.125,197.520.833.333.333,25.2,15.9,0.1,35,14868,235.404.896.421.846,NA,NA,NA,NA,NA
2583,2018-10-12,175.416.666.666.667,256.541.666.666.667,878.125,NA,128.020.833.333.333,20.125,26.1,16.6,0,14,7386,189.547.793.122.123,NA,NA,NA,NA,NA
2584,2018-10-13,125.208.333.333.333,2.296.875,928.125,NA,566.666.666.666.667,205.145.833.333.333,24.8,17.9,4.1,16,8853,180.729.696.148.198,NA,NA,NA,NA,NA
2585,2018-10-14,430.416.666.666.667,191.479.166.666.667,878.958.333.333.333,NA,137.625,209.479.166.666.667,25.2,17.6,20.5,28,11294,247.919.249.158.845,NA,NA,NA,NA,NA
2586,2018-10-15,230.625,275.854.166.666.667,785.416.666.666.667,NA,124.708.333.333.333,1.849.375,22.8,14.6,0.2,48,20591,233.111.553.591.375,NA,NA,NA,NA,NA
2587,2018-10-16,233.541.666.666.667,216.958.333.333.333,781.458.333.333.333,NA,171,1.783.125,22.9,13.8,0,34,11923,28.516.313.008.471,NA,NA,NA,NA,NA
2588,2018-10-17,247.916.666.666.667,226.5,769.375,NA,143.75,187.625,23.5,15.8,0,17,9507,178.815.609.550.857,NA,NA,NA,NA,NA
2589,2018-10-18,297.708.333.333.333,144.958.333.333.333,782.083.333.333.333,NA,661.875,192.291.666.666.667,22,16.1,4.5,19,9151,207.627.581.685.062,NA,NA,NA,NA,NA
2590,2018-10-19,314.791.666.666.667,95.75,772.291.666.666.667,NA,118.145.833.333.333,202.104.166.666.667,23.6,17.1,20.8,16,8645,185.078.079.814.922,NA,NA,NA,NA,NA
2591,2018-10-20,223.958.333.333.333,211.770.833.333.333,86.125,NA,126.25,184.625,23.9,15.5,6.8,14,5314,263.455.024.463.681,NA,NA,NA,NA,NA
2592,2018-10-21,256.875,256.541.666.666.667,814.166.666.666.667,NA,160.395.833.333.333,185.041.666.666.667,23.7,15.1,0,17,9889,171.908.180.806.957,NA,NA,NA,NA,NA
2593,2018-10-22,2.1,203.729.166.666.667,803.958.333.333.333,NA,149.229.166.666.667,177.645.833.333.333,22.7,13.5,0,37,15322,241.482.835.139.016,NA,NA,NA,NA,NA
2594,2018-10-23,285.416.666.666.667,281.25,733.125,NA,161.541.666.666.667,167.104.166.666.667,22.4,13.1,0,27,12533,21.543.126.146.972,NA,NA,NA,NA,NA
2595,2018-10-24,4.4375,308.520.833.333.333,596.041.666.666.667,NA,167.666.666.666.667,186.166.666.666.667,24.7,14.3,0,28,10950,255.707.762.557.078,NA,NA,NA,NA,NA
2596,2018-10-25,254.583.333.333.333,252.041.666.666.667,705.833.333.333.333,NA,157.854.166.666.667,171.770.833.333.333,23.3,13,0,20,9793,204.227.509.445.522,NA,NA,NA,NA,NA
2597,2018-10-26,217.708.333.333.333,261.208.333.333.333,83.125,NA,118.520.833.333.333,164.479.166.666.667,22.7,11.7,0.1,28,15126,185.111.728.150.205,NA,NA,NA,NA,NA
2598,2018-10-27,144.375,2.754.375,916.041.666.666.667,NA,134.791.666.666.667,135.375,16.9,9.9,17.7,10,4542,220.167.327.168.648,NA,NA,NA,NA,NA
2599,2018-10-28,226.458.333.333.333,3.039.375,84.5,NA,605.625,946.666.666.666.667,12.8,8.2,9.1,11,6817,161.361.302.625.788,NA,NA,NA,NA,NA
2600,2018-10-29,3.675,290.166.666.666.667,619.166.666.666.667,NA,82,925.833.333.333.333,14.1,6.4,0,27,12064,223.806.366.047.745,NA,NA,NA,NA,NA
2601,2018-10-30,1.9,2.735.625,722.083.333.333.333,NA,138.541.666.666.667,10.625,17.7,3,4.2,21,7342,28.602.560.610.188,NA,NA,NA,NA,NA
2602,2018-10-31,280.416.666.666.667,177.520.833.333.333,93,NA,587.083.333.333.333,123.458.333.333.333,16.8,9.8,41.7,24,7738,310.157.663.478.935,NA,NA,NA,NA,NA
2603,2018-11-01,2.3375,292.645.833.333.333,813.541.666.666.667,NA,130.916.666.666.667,11.8875,17.6,8.7,7.8,27,14314,188.626.519.491.407,NA,NA,NA,NA,NA
2604,2018-11-02,239.583.333.333.333,281.604.166.666.667,79.5,NA,1.053.125,118.416.666.666.667,18.9,8.6,0,27,13665,197.585.071.350.165,NA,NA,NA,NA,NA
2605,2018-11-03,296.041.666.666.667,292.729.166.666.667,684.791.666.666.667,NA,1.460.625,130.520.833.333.333,19.1,8.9,0,22,12803,171.834.726.236.038,NA,NA,NA,NA,NA
2606,2018-11-04,258.125,274.270.833.333.333,700.625,NA,107.458.333.333.333,146.145.833.333.333,21.5,10.9,0,16,7949,201.283.180.274.248,NA,NA,NA,NA,NA
2607,2018-11-05,314.375,2.083.125,825.208.333.333.333,NA,672.083.333.333.333,148.625,18.8,11,3.5,45,23124,194.603.009.859.886,NA,NA,NA,NA,NA
2608,2018-11-06,250.416.666.666.667,274.229.166.666.667,74.75,NA,119.416.666.666.667,12.15,16,8.7,0,27,13522,199.674.604.348.469,NA,NA,NA,NA,NA
2609,2018-11-07,241.041.666.666.667,261.354.166.666.667,750.625,NA,125.416.666.666.667,129.145.833.333.333,19.8,8.1,0,18,9351,192.492.781.520.693,NA,NA,NA,NA,NA
2610,2018-11-08,161.666.666.666.667,2.759.375,82.125,NA,571.875,133.333.333.333.333,17.5,10.1,0,24,11242,213.485.144.991.994,NA,NA,NA,NA,NA
2611,2018-11-09,251.041.666.666.667,301.041.666.666.667,812.708.333.333.333,NA,49,135.916.666.666.667,16.4,10.2,19.1,27,14066,191.952.225.223.944,NA,NA,NA,NA,NA
2612,2018-11-10,276.041.666.666.667,251.395.833.333.333,784.375,NA,116.25,133.333.333.333.333,19,8.5,0,17,6295,270.055.599.682.288,NA,NA,NA,NA,NA
2613,2018-11-11,186.666.666.666.667,235.520.833.333.333,858.541.666.666.667,NA,126.479.166.666.667,152.208.333.333.333,22.3,10.8,0,17,9314,182.520.936.225.038,NA,NA,NA,NA,NA
2614,2018-11-12,229.375,136.875,900.833.333.333.333,NA,788.541.666.666.667,163.020.833.333.333,19.6,11.3,0.1,26,12445,208.919.244.676.577,NA,NA,NA,NA,NA
2615,2018-11-13,237.916.666.666.667,199.541.666.666.667,828.125,NA,109.645.833.333.333,168.895.833.333.333,21,13.7,0,35,16346,214.119.662.302.704,NA,NA,NA,NA,NA
2616,2018-11-14,213.958.333.333.333,154.645.833.333.333,857.708.333.333.333,NA,927.916.666.666.667,170.104.166.666.667,20,13.7,1.3,36,16068,224.047.796.863.331,NA,NA,NA,NA,NA
2617,2018-11-15,214.791.666.666.667,253.145.833.333.333,950.625,NA,36.75,1.550.625,18.9,13.8,71.6,16,7197,222.314.853.411.144,NA,NA,NA,NA,NA
2618,2018-11-16,1.9375,174.416.666.666.667,876.875,NA,356.458.333.333.333,151.083.333.333.333,17.1,13,0.8,22,11619,189.345.038.299.337,NA,NA,NA,NA,NA
2619,2018-11-17,211.458.333.333.333,128.666.666.666.667,767.291.666.666.667,NA,421.041.666.666.667,147.104.166.666.667,16.7,12.1,0.3,16,7738,206.771.775.652.623,NA,NA,NA,NA,NA
2620,2018-11-18,372.291.666.666.667,572.708.333.333.333,811.458.333.333.333,NA,536.458.333.333.333,131.604.166.666.667,14.7,11.1,7.2,10,5467,182.915.675.873.422,NA,NA,NA,NA,NA
2621,2018-11-19,279.583.333.333.333,1.074.375,771.458.333.333.333,NA,733.541.666.666.667,128.666.666.666.667,15.3,9.7,3.5,34,16787,202.537.677.965.092,NA,NA,NA,NA,NA
2622,2018-11-20,176.458.333.333.333,298.333.333.333.333,89,NA,637.083.333.333.333,1.159.375,15.9,8.7,10.8,41,18213,225.113.929.610.718,NA,NA,NA,NA,NA
2623,2018-11-21,209.791.666.666.667,273.833.333.333.333,819.166.666.666.667,NA,112.666.666.666.667,114.208.333.333.333,18.2,7.5,0,19,10424,182.271.680.736.761,NA,NA,NA,NA,NA
2624,2018-11-22,230.833.333.333.333,288.854.166.666.667,793.958.333.333.333,NA,828.541.666.666.667,116.583.333.333.333,17.6,7.6,0,24,11745,204.342.273.307.791,NA,NA,NA,NA,NA
2625,2018-11-23,282.083.333.333.333,294.270.833.333.333,84.375,NA,211.666.666.666.667,10.3375,11.4,7,3.4,18,9824,183.224.755.700.326,NA,NA,NA,NA,NA
2626,2018-11-24,217.083.333.333.333,280.916.666.666.667,801.041.666.666.667,NA,1.161.875,895.625,16.3,3.9,0,15,7929,189.178.963.299.281,NA,NA,NA,NA,NA
2627,2018-11-25,219.791.666.666.667,286.458.333.333.333,788.333.333.333.333,NA,59.75,946.041.666.666.667,15.6,4.7,0,15,8250,181.818.181.818.182,NA,NA,NA,NA,NA
2628,2018-11-26,2.475,2.926.875,757.083.333.333.333,NA,628.958.333.333.333,105.354.166.666.667,15,7.9,2.8,19,9705,195.775.373.518.805,NA,NA,NA,NA,NA
2629,2018-11-27,244.375,285.770.833.333.333,696.875,NA,110.979.166.666.667,987.708.333.333.333,16.7,2.8,0,19,9033,210.339.864.939.666,NA,NA,NA,NA,NA
2630,2018-11-28,265.833.333.333.333,279.854.166.666.667,738.541.666.666.667,NA,100.541.666.666.667,101.104.166.666.667,16.9,6.3,0,25,10569,236.540.826.946.731,NA,NA,NA,NA,NA
2631,2018-11-29,2.3375,281.375,839.166.666.666.667,NA,747.708.333.333.333,982.291.666.666.667,15.9,6.2,0,15,7645,196.206.671.026.815,NA,NA,NA,NA,NA
2632,2018-11-30,237.291.666.666.667,294.666.666.666.667,821.041.666.666.667,NA,657.083.333.333.333,1.069.375,14.9,7.8,0.3,26,10791,240.941.525.345.195,NA,NA,NA,NA,NA
2633,2018-12-01,236.666.666.666.667,3.004.375,738.958.333.333.333,NA,822.916.666.666.667,9.9875,14.3,6.8,0,6,1476,40.650.406.504.065,NA,NA,NA,NA,NA
2634,2018-12-02,254.791.666.666.667,274.645.833.333.333,744.375,NA,955.208.333.333.333,1.163.125,17.8,7.8,0,15,7406,202.538.482.311.639,NA,NA,NA,NA,NA
2635,2018-12-03,328.541.666.666.667,307.25,732.083.333.333.333,NA,748.541.666.666.667,127.854.166.666.667,16.8,9.1,0,37,13704,269.994.162.288.383,NA,NA,NA,NA,NA
2636,2018-12-04,327.083.333.333.333,279.791.666.666.667,771.666.666.666.667,NA,966.458.333.333.333,1.355.625,19.9,10.4,0,27,13391,201.627.959.076.992,NA,NA,NA,NA,NA
2637,2018-12-05,260.208.333.333.333,264.604.166.666.667,86.125,NA,945.416.666.666.667,1.219.375,18.4,9,0,23,10487,219.319.157.051.588,NA,NA,NA,NA,NA
2638,2018-12-06,311.041.666.666.667,306.916.666.666.667,766.041.666.666.667,NA,991.666.666.666.667,1.190.625,16.3,9.5,0,18,8670,207.612.456.747.405,NA,NA,NA,NA,NA
2639,2018-12-07,334.583.333.333.333,304.041.666.666.667,772.083.333.333.333,NA,100.958.333.333.333,100.541.666.666.667,13.3,8,0,28,12263,228.329.120.117.426,NA,NA,NA,NA,NA
2640,2018-12-08,281.666.666.666.667,302.291.666.666.667,763.541.666.666.667,NA,811.458.333.333.333,10.5375,14.8,6.7,0,22,11252,195.520.796.302.879,NA,NA,NA,NA,NA
2641,2018-12-09,2.5,253.708.333.333.333,727.916.666.666.667,NA,907.916.666.666.667,111.541.666.666.667,17.8,6.2,0,25,10371,241.056.792.980.426,NA,NA,NA,NA,NA
2642,2018-12-10,263.125,2.964.375,768.125,NA,747.708.333.333.333,969.166.666.666.666,14.3,6,0,33,12797,257.872.938.970.071,NA,NA,NA,NA,NA
2643,2018-12-11,258.125,277.958.333.333.333,821.666.666.666.667,NA,885.416.666.666.667,855.625,15.4,5.1,0,42,13554,30.987.162.461.266,NA,NA,NA,NA,NA
2644,2018-12-12,2.025,277.833.333.333.333,811.666.666.666.667,NA,74,10.225,16.1,6.5,0,32,11546,277.152.260.523.125,NA,NA,NA,NA,NA
2645,2018-12-13,179.791.666.666.667,302.145.833.333.333,867.291.666.666.667,NA,162.708.333.333.333,993.333.333.333.333,11.2,9.1,2.3,42,16124,260.481.270.156.289,NA,NA,NA,NA,NA
2646,2018-12-14,175.208.333.333.333,280.5,843.333.333.333.333,NA,63.125,991.458.333.333.333,14.5,5.9,2.1,32,14610,219.028.062.970.568,NA,NA,NA,NA,NA
2647,2018-12-15,1.775,284.375,797.916.666.666.667,NA,793.125,941.041.666.666.667,14.3,4.9,0,19,7489,253.705.434.637.468,NA,NA,NA,NA,NA
2648,2018-12-16,223.541.666.666.667,276.395.833.333.333,773.541.666.666.667,NA,309.375,1.131.875,14,7.4,0,17,7442,228.433.216.877.184,NA,NA,NA,NA,NA
2649,2018-12-17,323.541.666.666.667,311.083.333.333.333,60.625,NA,834.375,108.229.166.666.667,14.9,6.6,0,69,24527,281.322.624.046.969,NA,NA,NA,NA,NA
2650,2018-12-18,280.625,280.166.666.666.667,805.833.333.333.333,NA,589.375,878.958.333.333.333,15.1,3.9,0,39,19269,202.397.633.504.593,NA,NA,NA,NA,NA
2651,2018-12-19,304.583.333.333.333,286.583.333.333.333,670.416.666.666.667,NA,96.625,111.333.333.333.333,17.6,6,0,30,12544,239.158.163.265.306,NA,NA,NA,NA,NA
2652,2018-12-20,245.833.333.333.333,292.479.166.666.667,719.166.666.666.667,NA,882.291.666.666.667,940.208.333.333.333,16.3,5,0,30,13083,229.305.205.228.159,NA,NA,NA,NA,NA
2653,2018-12-21,286.666.666.666.667,273.729.166.666.667,771.875,NA,83.5,9.7375,17.2,4.6,0,23,10883,211.338.785.261.417,NA,NA,NA,NA,NA
2654,2018-12-22,265.416.666.666.667,299.270.833.333.333,681.875,NA,925.208.333.333.333,127.395.833.333.333,19.8,7.6,0,19,8793,216.080.973.501.649,NA,NA,NA,NA,NA
2655,2018-12-23,296.041.666.666.667,273.125,75.875,NA,889.375,122.541.666.666.667,17.8,8.3,0,18,9833,18.305.705.278.145,NA,NA,NA,NA,NA
2656,2018-12-24,307.708.333.333.333,287.979.166.666.667,737.916.666.666.667,NA,970.625,1.248.125,18.2,9,0,45,20808,216.262.975.778.547,NA,NA,NA,NA,NA
2657,2018-12-25,225.416.666.666.667,269.645.833.333.333,838.125,NA,574.375,939.375,15.5,6.4,0,11,3246,338.878.619.839.803,NA,NA,NA,NA,NA
2658,2018-12-26,234.166.666.666.667,290.166.666.666.667,862.083.333.333.333,NA,704.166.666.666.667,957.708.333.333.333,15.6,6.7,0,19,10898,17.434.391.631.492,NA,NA,NA,NA,NA
2659,2018-12-27,258.125,299.270.833.333.333,77.375,NA,86.5,100.270.833.333.333,14.7,7.4,0,41,16717,245.259.316.863.073,NA,NA,NA,NA,NA
2660,2018-12-28,340.625,297.291.666.666.667,777.708.333.333.333,NA,914.791.666.666.667,865.833.333.333.333,14.3,5.4,0,38,19202,197.896.052.494.532,NA,NA,NA,NA,NA
2661,2018-12-29,424.375,311.875,718.125,NA,970.833.333.333.333,811.666.666.666.667,12.7,5.5,0,15,9788,153.248.876.174.908,NA,NA,NA,NA,NA
2662,2018-12-30,4.3125,300.333.333.333.333,602.708.333.333.333,NA,103.75,891.875,15.1,4.2,0,20,10086,198.294.665.873.488,NA,NA,NA,NA,NA
2663,2018-12-31,348.333.333.333.333,278.104.166.666.667,628.125,NA,100.333.333.333.333,962.916.666.666.667,17,5.7,0,41,19599,209.194.346.650.339,NA,NA,NA,NA,NA
2664,2019-01-01,264.583.333.333.333,262.354.166.666.667,722.083.333.333.333,NA,880.208.333.333.333,938.333.333.333.333,17.2,4.7,0,15,7949,188.702.981.507.108,NA,NA,NA,NA,NA
2665,2019-01-02,504.166.666.666.667,310.5,599.791.666.666.667,NA,104.75,812.708.333.333.333,12.3,4.5,0,56,23023,243.235.025.843.722,NA,NA,NA,NA,NA
2666,2019-01-03,3.25,277.979.166.666.667,686.458.333.333.333,NA,100.625,660.833.333.333.333,13.9,2.8,0,43,20072,214.228.776.404.942,NA,NA,NA,NA,NA
2667,2019-01-04,273.125,264.333.333.333.333,726.666.666.666.667,NA,901.875,562.291.666.666.667,12.7,1.5,0,33,15849,208.215.029.339.391,NA,NA,NA,NA,NA
2668,2019-01-05,335.625,289.270.833.333.333,608.125,NA,1.050.625,724.375,12.6,2.3,0,15,7774,192.950.861.847.183,NA,NA,NA,NA,NA
2669,2019-01-06,548.958.333.333.333,314.916.666.666.667,383.125,NA,1.099.375,11.375,16.6,7.9,0,15,9195,163.132.137.030.995,NA,NA,NA,NA,NA
2670,2019-01-07,328.541.666.666.667,306.208.333.333.333,519.375,NA,896.458.333.333.333,834.791.666.666.667,14.3,4,0,46,22400,205.357.142.857.143,NA,NA,NA,NA,NA
2671,2019-01-08,394.166.666.666.667,308.708.333.333.333,610.833.333.333.333,NA,102.395.833.333.333,720.416.666.666.667,12,4,0,60,23033,26.049.581.035.905,NA,NA,NA,NA,NA
2672,2019-01-09,250.625,2.481.875,669.166.666.666.667,NA,1.064.375,895.625,15.1,4.3,0,42,16768,250.477.099.236.641,NA,NA,NA,NA,NA
2673,2019-01-10,258.541.666.666.667,271.125,56.875,NA,108.895.833.333.333,542.916.666.666.667,12.4,0.7,0,57,22485,253.502.334.889.927,NA,NA,NA,NA,NA
2674,2019-01-11,302.291.666.666.667,306.25,519.375,NA,109.708.333.333.333,436.041.666.666.667,10.4,0.6,0,41,17473,234.647.742.230.871,NA,NA,NA,NA,NA
2675,2019-01-12,306.875,304.583.333.333.333,593.125,NA,107.541.666.666.667,624.791.666.666.667,13.2,0.6,0,21,11864,177.006.068.779.501,NA,NA,NA,NA,NA
2676,2019-01-13,3.025,290.416.666.666.667,674.791.666.666.667,NA,965.416.666.666.667,800.416.666.666.667,14.4,2.6,0,19,9364,202.904.741.563.434,NA,NA,NA,NA,NA
2677,2019-01-14,308.333.333.333.333,291.104.166.666.667,676.875,NA,68.25,105.541.666.666.667,15.8,5.4,0,53,23847,222.250.178.219.483,NA,NA,NA,NA,NA
2678,2019-01-15,272.083.333.333.333,2.774.375,800.208.333.333.333,NA,112.583.333.333.333,7.8875,14.8,4.3,0,51,26975,189.063.948.100.093,NA,NA,NA,NA,NA
2679,2019-01-16,274.791.666.666.667,263.541.666.666.667,821.041.666.666.667,NA,688.958.333.333.333,843.541.666.666.667,14.8,4.8,0,40,18743,213.413.007.522.809,NA,NA,NA,NA,NA
2680,2019-01-17,290.833.333.333.333,270.333.333.333.333,742.083.333.333.333,NA,84.625,994.166.666.666.666,15.2,7.6,1.7,49,23314,210.174.144.290.984,NA,NA,NA,NA,NA
2681,2019-01-18,322.916.666.666.667,3.043.125,766.041.666.666.667,NA,543.541.666.666.667,691.666.666.666.667,9.7,4.9,3.4,42,22611,185.750.298.527.266,NA,NA,NA,NA,NA
2682,2019-01-19,276.666.666.666.667,275.833.333.333.333,747.291.666.666.667,NA,110.854.166.666.667,678.958.333.333.333,13,3,0,21,8181,256.692.335.900.257,NA,NA,NA,NA,NA
2683,2019-01-20,251.666.666.666.667,222.729.166.666.667,88.75,NA,226.666.666.666.667,701.666.666.666.667,10.1,4.6,23.2,15,7380,203.252.032.520.325,NA,NA,NA,NA,NA
2684,2019-01-21,258.333.333.333.333,280.291.666.666.667,803.125,NA,118,646.458.333.333.333,12.7,3.4,0.1,62,24501,253.050.895.881.801,NA,NA,NA,NA,NA
2685,2019-01-22,2.75,302.625,672.708.333.333.333,NA,100.729.166.666.667,566.875,9.6,0.4,0,46,19884,231.341.782.337.558,NA,NA,NA,NA,NA
2686,2019-01-23,269.583.333.333.333,302.75,673.125,NA,1.028.125,743.958.333.333.333,13,1.8,0.3,38,17225,220.609.579.100.145,NA,NA,NA,NA,NA
2687,2019-01-24,384.166.666.666.667,306,383.958.333.333.333,NA,130.229.166.666.667,752.916.666.666.667,14,0.5,0,58,23043,251.703.337.239.075,NA,NA,NA,NA,NA
2688,2019-01-25,2.1875,233.104.166.666.667,612.708.333.333.333,NA,123.604.166.666.667,674.791.666.666.667,15.1,-0.1,0,54,20681,261.109.230.694.841,NA,NA,NA,NA,NA
2689,2019-01-26,276.458.333.333.333,262.958.333.333.333,779.166.666.666.667,NA,128.333.333.333.333,900.208.333.333.333,15.4,4.2,0,18,9603,187.441.424.554.827,NA,NA,NA,NA,NA
2690,2019-01-27,3.6375,292.270.833.333.333,63.25,NA,1.201.875,9.65,16.5,4.1,0,18,9658,186.373.990.474.218,NA,NA,NA,NA,NA
2691,2019-01-28,384.583.333.333.333,3.084.375,572.291.666.666.667,NA,125.416.666.666.667,9.5125,15,5.3,0,53,20738,255.569.485.967.789,NA,NA,NA,NA,NA
2692,2019-01-29,290.208.333.333.333,286.375,697.083.333.333.333,NA,384.583.333.333.333,775.208.333.333.333,9.8,3.8,0,37,18854,196.244.828.683.568,NA,NA,NA,NA,NA
2693,2019-01-30,372.083.333.333.333,286.895.833.333.333,555.833.333.333.333,NA,127.958.333.333.333,902.916.666.666.667,13.7,4.4,0,52,23202,224.118.610.464.615,NA,NA,NA,NA,NA
2694,2019-01-31,249.791.666.666.667,261.979.166.666.667,686.458.333.333.333,NA,109.833.333.333.333,1.083.125,16.4,6.3,0,48,19802,242.399.757.600.242,NA,NA,NA,NA,NA
2695,2019-02-01,410.416.666.666.667,240.854.166.666.667,749.166.666.666.667,NA,827.916.666.666.667,1.219.375,15.6,5,0.3,45,18324,245.579.567.779.961,NA,NA,NA,NA,NA
2696,2019-02-02,365.208.333.333.333,287.895.833.333.333,563.125,NA,954.166.666.666.667,8.8125,13.4,5.7,0,21,12037,174.462.075.267.924,NA,NA,NA,NA,NA
2697,2019-02-03,3.6125,312.333.333.333.333,281.458.333.333.333,NA,146.25,8.4375,14.1,4.8,0,26,10167,255.729.320.350.152,NA,NA,NA,NA,NA
2698,2019-02-04,304.583.333.333.333,276.25,476.666.666.666.667,NA,148.854.166.666.667,7.3375,13.9,2.7,0,66,26478,249.263.539.542.262,NA,NA,NA,NA,NA
2699,2019-02-05,237.708.333.333.333,264.145.833.333.333,689.166.666.666.667,NA,138.416.666.666.667,954.791.666.666.667,16.1,5.9,0,29,13994,207.231.670.716.021,NA,NA,NA,NA,NA
2700,2019-02-06,255.625,266.645.833.333.333,79.125,NA,138.895.833.333.333,1.011.875,17.3,6.3,0,36,14334,251.151.109.250.733,NA,NA,NA,NA,NA
2701,2019-02-07,200.208.333.333.333,238.354.166.666.667,851.458.333.333.333,NA,115.75,936.041.666.666.667,14.8,5.2,0.1,56,26134,214.280.247.952.858,NA,NA,NA,NA,NA
2702,2019-02-08,330.416.666.666.667,267.291.666.666.667,850.416.666.666.667,NA,139.729.166.666.667,9.6875,15.7,5,0.1,44,22497,195.581.633.106.636,NA,NA,NA,NA,NA
2703,2019-02-09,206.875,247.291.666.666.667,830.833.333.333.333,NA,140.958.333.333.333,986.041.666.666.667,17.3,5.4,0,15,9572,156.707.062.264.939,NA,NA,NA,NA,NA
2704,2019-02-10,324.166.666.666.667,245.75,73.25,NA,122.979.166.666.667,11.275,18.3,4,0.1,26,11439,2.272.925.955.066,NA,NA,NA,NA,NA
2705,2019-02-11,266.458.333.333.333,255.166.666.666.667,672.291.666.666.667,NA,1.465.625,106.395.833.333.333,16.5,6,0,41,16837,243.511.314.367.168,NA,NA,NA,NA,NA
2706,2019-02-12,309.583.333.333.333,2.679.375,702.291.666.666.667,NA,161.541.666.666.667,902.916.666.666.667,15.6,4.9,0,38,16774,226.541.075.473.948,NA,NA,NA,NA,NA
2707,2019-02-13,257.083.333.333.333,2.413.125,748.333.333.333.333,NA,159.916.666.666.667,08.05,15.2,3.4,0,30,14557,206.086.418.904.994,NA,NA,NA,NA,NA
2708,2019-02-14,302.291.666.666.667,259.5,800.208.333.333.333,NA,165.333.333.333.333,763.125,15.3,3.5,0,34,17822,190.775.446.077.881,NA,NA,NA,NA,NA
2709,2019-02-15,2.675,261.229.166.666.667,768.958.333.333.333,NA,168.416.666.666.667,759.375,15.5,2.4,0,36,18486,194.741.966.893.866,NA,NA,NA,NA,NA
2710,2019-02-16,2.2875,238.833.333.333.333,691.875,NA,169.770.833.333.333,8.0875,17,2.7,0,20,10950,182.648.401.826.484,NA,NA,NA,NA,NA
2711,2019-02-17,2.375,248.875,743.541.666.666.667,NA,167.75,782.916.666.666.667,16.3,2.1,0,20,8615,232.153.221.125.943,NA,NA,NA,NA,NA
2712,2019-02-18,255.416.666.666.667,2.178.125,821.041.666.666.667,NA,147.479.166.666.667,961.041.666.666.667,15.8,4.9,0,44,22150,198.645.598.194.131,NA,NA,NA,NA,NA
2713,2019-02-19,224.375,229.958.333.333.333,803.333.333.333.333,NA,100.979.166.666.667,982.916.666.666.667,15.3,6,0,32,17850,179.271.708.683.473,NA,NA,NA,NA,NA
2714,2019-02-20,191.666.666.666.667,255.75,738.333.333.333.333,NA,125.979.166.666.667,104.479.166.666.667,16.6,4.8,0,26,12171,213.622.545.394.791,NA,NA,NA,NA,NA
