date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,c6h6,co,no,no2,nox,o3,so2,casos_total,poblacio_total,incidencia_1000
2015-11-21,449.375,3.003.125,480.625,NA,816.041.666.666.667,1.526.875,19.7,8.8,0,0.62,0.41,1.46,3.75,06.04,60.67,07.04,16,8718,183.528.332.186.281
2015-11-22,360.833.333.333.333,322.333.333.333.333,606.875,NA,110.979.166.666.667,841.458.333.333.333,13.3,3.2,0,0.65,NA,2.17,08.04,11.17,NA,6.25,13,8770,148.232.611.174.458
2015-11-23,2.925,310.833.333.333.333,522.083.333.333.333,NA,117.104.166.666.667,745.625,13.8,2.9,0,0.67,NA,3.25,12.96,17.58,NA,3.62,69,23428,294.519.378.521.427
2015-11-24,304.166.666.666.667,3.181.875,488.541.666.666.667,NA,119.25,699.375,14.4,1.1,0,0.67,NA,6.71,19.08,29.12,NA,1.96,73,27416,266.267.872.775.022
2015-11-25,198.958.333.333.333,286.458.333.333.333,72.5,NA,829.166.666.666.667,946.875,16.5,4.8,0,0.71,0.38,5.92,17.67,26.54,NA,2.12,56,31749,176.383.508.141.989
2015-11-26,233.125,249.333.333.333.333,772.083.333.333.333,NA,102.25,102.791.666.666.667,16.5,5.9,0,0.8,0.39,9.38,19.08,32.83,NA,3.67,70,24549,285.143.997.718.848
2015-11-27,2.6,292.354.166.666.667,761.458.333.333.333,NA,1.093.125,948.958.333.333.334,15.9,5.5,0,0.79,0.55,12.67,20.92,39.75,NA,7.83,64,28479,224.726.991.818.533
2015-11-28,282.291.666.666.667,282.854.166.666.667,748.541.666.666.667,NA,966.666.666.666.667,976.041.666.666.667,17.5,5.6,0,0.72,0.42,3.88,13,18.5,NA,5.96,13,8223,158.093.153.350.359
2015-11-29,314.583.333.333.333,307.666.666.666.667,658.541.666.666.667,NA,106.833.333.333.333,9.2875,15,5.6,0,0.66,0.36,2.79,9.5,13.29,NA,5,10,8314,120.279.047.389.945
2015-11-30,321.666.666.666.667,2.941.875,69.5,NA,1.075.625,979.791.666.666.666,16.5,4.7,0,0.89,0.5,13.62,22.25,42.58,NA,NA,91,36272,25.088.222.320.247
2015-12-01,2.8625,293.958.333.333.333,751.666.666.666.667,NA,104.083.333.333.333,927.083.333.333.333,16.8,5.4,0,0.8,0.31,6.29,18.71,28.08,15.38,1.1,56,19822,282.514.377.963.879
2015-12-02,279.375,2.796.875,749.791.666.666.667,NA,827.291.666.666.667,922.708.333.333.333,16.3,5.2,0,01.09,0.5,20.96,30.83,62.62,10.17,4,81,36498,221.929.968.765.412
2015-12-03,244.166.666.666.667,272.541.666.666.667,799.375,NA,872.291.666.666.667,993.958.333.333.333,16.5,5.9,0,0.86,0.48,6.83,24.08,34.33,11.67,05.04,92,35936,256.010.685.663.402
2015-12-04,259.583.333.333.333,293.895.833.333.333,820.833.333.333.333,NA,885.833.333.333.333,100.270.833.333.333,16.6,7.1,0,1.13,0.44,15.64,23.32,46.95,10.45,4.3,86,31061,276.874.537.200.992
2015-12-05,207.083.333.333.333,269.25,794.166.666.666.667,NA,36,113.583.333.333.333,15.2,8.4,0.3,1.31,0.51,14.88,33.17,55.5,7.25,5.33,28,17526,159.762.638.365.856
2015-12-06,178.958.333.333.333,299.604.166.666.667,834.791.666.666.667,NA,505.625,119.229.166.666.667,15.8,9.5,0,0.94,0.34,3.33,27.08,31.79,31.71,6.67,14,7243,193.290.073.174.099
2015-12-07,179.166.666.666.667,315.145.833.333.333,875.833.333.333.333,NA,481.041.666.666.667,125.479.166.666.667,15.6,10.5,0.6,0.72,0.29,6.29,21.96,31.29,17.42,03.04,88,31461,279.711.388.703.474
2015-12-08,194.375,284.916.666.666.667,910.416.666.666.667,NA,497.083.333.333.333,12.8625,17.7,9.2,0.5,0.75,NA,5.25,12.5,20.21,32.54,3.3,19,7951,238.963.652.370.771
2015-12-09,239.791.666.666.667,299.729.166.666.667,829.166.666.666.667,NA,797.916.666.666.667,128.145.833.333.333,18.5,9.2,0,0.77,NA,6.38,15.88,25.25,28.79,NA,71,25482,278.628.051.173.377
2015-12-10,240.625,283.104.166.666.667,857.083.333.333.333,NA,867.083.333.333.333,10.2875,16.5,7,0,0.72,0.4,7.46,17.17,28.25,20.96,1.14,63,28765,219.016.165.478.881
2015-12-11,270.625,295.270.833.333.333,837.916.666.666.667,NA,945.625,103.416.666.666.667,16.4,7.2,0,0.8,0.49,9.92,15.12,29.83,20.38,01.04,81,34591,23.416.495.620.248
2015-12-12,286.041.666.666.667,288.479.166.666.667,827.916.666.666.667,NA,62,9.275,14.3,6.2,0,0.89,0.54,12.96,15.29,34.67,22.62,1.33,16,9449,169.330.087.839.983
2015-12-13,299.583.333.333.333,2.929.375,805.833.333.333.333,NA,836.875,885.833.333.333.333,15.6,6,0,0.8,NA,6.25,12.25,21.54,20.88,NA,10,6635,150.715.900.527.506
2015-12-14,276.875,301.666.666.666.667,787.708.333.333.333,NA,604.583.333.333.333,788.333.333.333.333,13.9,3.9,0,1,NA,15.71,22.54,46.38,12.58,NA,34,20109,169.078.522.054.801
2015-12-15,2.6625,284.604.166.666.667,770.208.333.333.333,NA,80.5,1.093.125,18.6,6.2,0,1.18,NA,29.54,28.67,73.38,10.54,NA,84,38242,219.653.783.797.919
2015-12-16,236.458.333.333.333,291,757.708.333.333.333,NA,872.708.333.333.333,12.1875,19.8,8.3,0,01.01,NA,23.22,22.91,57.87,8.3,NA,66,32454,203.364.762.432.982
2015-12-17,226.041.666.666.667,2.820.625,80,NA,78.25,119.458.333.333.333,18.1,8.7,0,0.91,0.58,14.73,24.09,46.27,6.26,2,85,34684,245.069.772.805.905
2015-12-18,200.625,274.666.666.666.667,843.333.333.333.333,NA,825.208.333.333.333,109.104.166.666.667,17.7,7.8,0,01.09,0.66,21.67,28.12,60.58,6.54,1.33,60,28809,208.268.249.505.363
2015-12-19,187.291.666.666.667,277.833.333.333.333,871.458.333.333.333,NA,565.208.333.333.333,10.4375,15.7,7,0,0.97,NA,10.96,21.29,38,10.17,NA,38,23428,162.199.078.026.293
2015-12-20,198.125,318.083.333.333.333,805.416.666.666.667,NA,188.541.666.666.667,126.208.333.333.333,13.7,11.5,0,0.73,NA,5,27.88,35.08,20.21,NA,25,11353,220.206.112.921.695
2015-12-21,252.083.333.333.333,3.144.375,751.666.666.666.667,NA,845.416.666.666.667,125.833.333.333.333,17.4,8.5,0,0.68,NA,6.62,15.88,25.96,22.58,NA,107,41087,260.423.004.843.381
2015-12-22,337.916.666.666.667,274.604.166.666.667,83,NA,894.375,109.895.833.333.333,15.8,6.4,0,0.79,NA,12.29,12.25,30.58,38.25,NA,61,28064,217.360.319.270.239
2015-12-23,241.666.666.666.667,291.5,80.625,NA,793.958.333.333.333,118.458.333.333.333,16.6,8.2,0,0.76,NA,7.33,22.21,33.29,25.87,NA,78,27596,282.649.659.370.923
2015-12-24,2.4625,292.270.833.333.333,786.875,NA,570.416.666.666.667,120.583.333.333.333,17.8,6.8,0,0.95,NA,14.12,21.17,42.33,28.33,NA,61,28450,214.411.247.803.163
2015-12-25,267.708.333.333.333,2.865.625,847.083.333.333.333,NA,845.833.333.333.333,969.375,16.2,6.2,0,01.03,NA,5.92,14.67,23.25,24.25,NA,13,6217,209.104.069.486.891
2015-12-26,316.666.666.666.667,285.229.166.666.667,858.958.333.333.333,NA,90.375,916.875,15.9,5.1,0,0.92,NA,6,13.04,22.04,27.67,NA,14,7114,196.795.052.010.121
2015-12-27,292.291.666.666.667,288.354.166.666.667,87.5,NA,934.166.666.666.667,945.416.666.666.667,16.5,5.1,0.1,0.82,NA,5.67,11.96,20.46,27.96,NA,16,7177,222.934.373.693.744
2015-12-28,2.0875,291.166.666.666.667,81.125,NA,740.833.333.333.333,11.5,18.1,8.4,0,0.84,0.38,7.96,18.17,29.75,25.79,NA,108,37014,291.781.488.085.589
2015-12-29,236.875,282.958.333.333.333,811.666.666.666.667,NA,813.541.666.666.667,129.604.166.666.667,17.7,8.9,0,0.69,0.49,3.88,16.92,22.46,39.29,NA,121,44275,273.291.925.465.838
2015-12-30,272.291.666.666.667,290.416.666.666.667,79.375,NA,933.541.666.666.667,1.080.625,17.5,6.7,0,0.69,0.45,8.68,18.95,31.73,23.26,2.27,73,32162,226.975.934.332.442
2015-12-31,271.041.666.666.667,252.958.333.333.333,760.416.666.666.667,NA,867.291.666.666.667,110.895.833.333.333,16.7,6.3,0,0.76,0.31,10.83,22.88,39.12,21.21,1.62,72,34043,211.497.224.098.934
2016-01-01,2.3,287.895.833.333.333,87.5,NA,580.416.666.666.667,104.541.666.666.667,15.8,7,0,0.77,0.33,7.42,16.04,26.96,22,01.04,17,9113,186.546.691.539.559
2016-01-02,257.291.666.666.667,297.645.833.333.333,684.791.666.666.667,NA,678.958.333.333.333,121.520.833.333.333,16.7,6.2,0,0.61,0.22,2.42,7.58,10.96,49.42,1,17,11509,147.710.487.444.609
2016-01-03,355.625,288.145.833.333.333,643.333.333.333.333,NA,467.708.333.333.333,10.275,15.1,4.5,0,0.61,0.29,2.17,7.29,10.17,53.17,1.58,16,9812,163.065.633.917.652
2016-01-04,190.833.333.333.333,291.729.166.666.667,769.375,NA,284.375,12.075,14.7,9.3,1.3,0.7,0.45,08.08,19.75,31.71,28.33,1.54,90,35772,251.593.425.025.159
2016-01-05,177.708.333.333.333,254.083.333.333.333,721.875,NA,855.833.333.333.333,9.125,15.6,5,0,0.69,0.39,8.5,13.58,26.12,37.12,1.25,58,27109,213.951.086.355.085
2016-01-06,441.875,287.541.666.666.667,533.333.333.333.333,NA,740.833.333.333.333,1.014.375,13.6,5.4,0,0.61,0.39,02.08,3.58,6.42,65.62,1,16,9412,169.995.750.106.247
2016-01-07,413.125,2.840.625,606.041.666.666.667,NA,647.083.333.333.333,1.480.625,20.2,7.2,0,0.64,0.33,2.46,7.33,10.62,56.12,1.5,99,39433,251.058.757.893.135
2016-01-08,413.125,241.125,695.208.333.333.333,NA,1.033.125,162.875,21.6,11.1,0,0.63,0.21,5.75,18.5,26.83,33.88,1.58,67,30028,223.125.083.255.628
2016-01-09,2.375,261.166.666.666.667,685.833.333.333.333,NA,634.166.666.666.667,141.520.833.333.333,19.9,9.5,0,0.71,0.22,5.33,15.75,23.67,46.92,1.42,30,16755,17.905.102.954.342
2016-01-10,5.2625,2.436.875,618.541.666.666.667,NA,834.583.333.333.333,148.354.166.666.667,18.1,7.3,0,0.6,0.2,02.04,3.92,6.83,74.5,1.21,13,8164,159.235.668.789.809
2016-01-11,635.416.666.666.666,261.083.333.333.333,50.375,NA,726.875,155.395.833.333.333,18.7,10,0,0.6,0.2,1.91,4.17,6.7,78,1.13,86,36260,237.175.951.461.666
2016-01-12,464.166.666.666.667,3.034.375,436.041.666.666.667,NA,109.625,123.854.166.666.667,15.6,9.5,0,0.61,0.22,02.04,3.5,6.21,72.5,1.17,71,27946,254.061.404.136.549
2016-01-13,279.375,282.083.333.333.333,632.708.333.333.333,NA,729.791.666.666.667,908.333.333.333.333,14.2,4.2,0,0.62,0.3,4.83,17.29,24.42,50.25,1.92,70,32467,215.603.535.897.989
2016-01-14,284.375,307.375,631.875,NA,534.583.333.333.333,109.916.666.666.667,15.5,6.1,0,0.65,0.25,5,14.39,21.78,49.18,1.79,51,22644,225.225.225.225.225
2016-01-15,274.583.333.333.333,300.75,65.5,NA,406.875,919.791.666.666.667,11.7,4.6,0,0.62,0.22,3.75,14.96,20.46,44.39,1.52,64,29583,216.340.465.808.065
2016-01-16,262.291.666.666.667,300.916.666.666.667,334.791.666.666.667,NA,120.854.166.666.667,771.041.666.666.667,13.6,3.4,0,0.6,0.25,3.67,05.04,10.21,74.71,1,13,8523,152.528.452.422.856
2016-01-17,261.875,295.375,51.75,NA,115.145.833.333.333,684.583.333.333.333,12.3,1.9,0,0.64,0.42,4.46,13.25,19.96,50.62,1.67,14,7305,191.649.555.099.247
2016-01-18,250.833.333.333.333,268.791.666.666.667,619.583.333.333.333,NA,850.416.666.666.667,8.675,13.5,5.2,0,0.78,0.54,8.58,21.12,34.17,37.04,02.04,93,37394,248.703.000.481.361
2016-01-19,255.208.333.333.333,285.583.333.333.333,74.75,NA,1.091.875,734.375,13.3,3.3,0,0.63,0.4,5.42,13.17,21.04,44.54,1.29,97,41923,231.376.571.333.158
2016-01-20,260.208.333.333.333,279.604.166.666.667,702.708.333.333.333,NA,111.083.333.333.333,872.708.333.333.333,16.2,4.7,0,0.87,0.49,19.46,26.25,55.33,31.21,2.42,86,32558,264.143.989.188.525
2016-01-21,257.083.333.333.333,2.786.875,756.666.666.666.667,NA,111.25,802.083.333.333.333,15.2,4.2,0,0.68,0.4,9.62,23.79,38.21,38.21,1.88,68,28542,238.245.392.754.537
2016-01-22,287.916.666.666.667,283.375,819.166.666.666.667,NA,642.916.666.666.667,900.208.333.333.333,15.5,4.5,0,0.99,0.46,31.71,27.17,75.38,17,2.38,81,32783,247.079.278.894.549
2016-01-23,245.625,284.125,784.583.333.333.333,NA,109.041.666.666.667,109.458.333.333.333,17.6,7.2,0,0.84,0.3,10.33,21.88,37.33,23.75,1.71,29,16066,180.505.415.162.455
2016-01-24,165.833.333.333.333,259.520.833.333.333,810.625,NA,397.083.333.333.333,111.541.666.666.667,14.7,7.7,0,0.77,0.23,5.67,20.17,28.58,28.54,1.38,21,10874,193.121.206.547.729
2016-01-25,253.541.666.666.667,271.75,84.5,NA,862.083.333.333.333,128.104.166.666.667,16.7,9.3,0,0.7,0.23,07.04,16.54,26.79,45.29,1.33,137,48313,283.567.569.805.228
2016-01-26,219.375,2.810.625,846.666.666.666.667,NA,922.291.666.666.667,121.395.833.333.333,16.7,8.7,0,0.7,0.23,9.5,19.29,33.42,36.7,1.77,107,43573,24.556.491.405.228
2016-01-27,2.8375,282.375,82.625,NA,119.895.833.333.333,108.166.666.666.667,17.2,5.2,0,0.72,0.3,12.7,16.61,35.65,34.58,1.88,93,36968,251.568.924.475.222
2016-01-28,285.208.333.333.333,280.770.833.333.333,823.125,NA,112.041.666.666.667,112.333.333.333.333,17.3,6.3,0,0.83,0.31,15.92,19.25,43.12,34.5,1.83,81,36840,219.869.706.840.391
2016-01-29,240.416.666.666.667,306.708.333.333.333,759.583.333.333.333,NA,47.875,117.520.833.333.333,15.3,7.7,0,0.68,0.39,7.33,22.25,33.29,31.08,1.25,99,39750,249.056.603.773.585
2016-01-30,268.958.333.333.333,316.875,710.833.333.333.333,NA,104.041.666.666.667,116.083.333.333.333,17.3,6.8,0,0.81,0.34,9.71,18.88,33.46,29.5,1.62,24,13718,174.952.616.999.563
2016-01-31,284.375,2.968.125,736.666.666.666.667,NA,937.916.666.666.667,1.050.625,16.4,5.7,0,0.65,0.31,5.33,15,22.75,33.33,1.33,16,10087,15.862.000.594.825
2016-02-01,3.2625,290.791.666.666.667,74.875,NA,134.979.166.666.667,1.300.625,20.2,7.4,0,0.65,0.29,6.88,15.88,26.38,33.25,1.25,125,44170,282.997.509.621.915
2016-02-02,2.15,246.333.333.333.333,821.666.666.666.667,NA,117.645.833.333.333,114.145.833.333.333,17.5,8,0,NA,0.36,19.12,24.96,53.79,21.04,2.17,106,40896,259.194.053.208.138
2016-02-03,241.875,288.166.666.666.667,744.375,NA,122.375,126.979.166.666.667,18.3,7.7,0,0.69,0.23,7.22,19.22,29.91,37.91,1.43,83,36625,226.621.160.409.556
2016-02-04,280.625,290.479.166.666.667,591.458.333.333.333,NA,142.645.833.333.333,901.875,14.6,5,0,0.68,0.25,8.17,19.62,31.75,46.54,1.21,76,37293,203.791.596.278.122
2016-02-05,349.583.333.333.333,276.770.833.333.333,62.25,NA,139.166.666.666.667,911.875,16.2,3.7,0,0.74,0.34,13.12,21.58,41.29,54.67,1.75,67,28903,231.809.846.728.713
2016-02-06,208.125,264.229.166.666.667,788.125,NA,875.416.666.666.667,10.2375,16.8,6.1,0,0.76,NA,8.54,18.17,30.96,44.08,1.96,38,21178,179.431.485.503.825
2016-02-07,293.541.666.666.667,239.166.666.666.667,683.333.333.333.333,NA,82.125,110.208.333.333.333,13.6,7.1,0.8,0.65,NA,4.62,10.75,17.58,62.46,1.83,33,19381,170.269.851.916.826
2016-02-08,274.791.666.666.667,280,631.041.666.666.667,NA,143.25,107.520.833.333.333,19,3.7,0,0.66,NA,9.57,17.83,32.13,48.87,1.86,125,48776,2.562.735.771.691
2016-02-09,537.291.666.666.667,265.229.166.666.667,56.625,NA,93,156.020.833.333.333,19.7,7.5,0,0.66,0.2,4.96,8.58,16,63.25,1.88,101,41819,241.517.013.797.556
2016-02-10,451.666.666.666.667,1.970.625,581.458.333.333.333,NA,1.024.375,1.399.375,17.8,10.7,0.1,0.6,0.22,4.12,11.21,17.46,71.92,02.08,111,46813,237.113.622.284.408
2016-02-11,1.375,176.791.666.666.667,922.291.666.666.667,NA,381.041.666.666.667,1.126.875,14.3,8.1,1.5,0.65,0.26,6.29,17.33,26.96,34.54,2,88,35281,249.426.036.676.965
2016-02-12,327.916.666.666.667,260.083.333.333.333,824.166.666.666.667,NA,875.208.333.333.333,133.625,19.6,8.7,0.1,0.66,0.22,9.33,10.54,24.58,33.33,2.46,87,41890,207.686.798.758.654
2016-02-13,369.166.666.666.667,223.416.666.666.667,70.25,NA,142.583.333.333.333,166.416.666.666.667,23.6,10.6,6.1,0.6,0.2,3.88,4.79,10.33,58.92,2.5,33,17841,184.967.210.358.164
2016-02-14,348.958.333.333.333,2.119.375,633.125,NA,156.208.333.333.333,13.25,18.2,8.2,2.6,NA,0.2,3.71,5.88,11.21,74.62,2.29,16,7774,205.814.252.636.995
2016-02-15,302.916.666.666.667,256.958.333.333.333,633.125,NA,164.541.666.666.667,989.375,14.3,6.7,0,0.6,0.24,5.71,12.54,21.12,56.54,2.22,143,59412,240.692.116.070.827
2016-02-16,250.625,286.125,510.625,NA,169.208.333.333.333,740.625,13.4,0.6,0,0.69,0.4,6.73,13.82,23.64,60.95,1.95,94,45004,208.870.322.637.988
2016-02-17,404.583.333.333.333,295.625,508.958.333.333.333,NA,1.725.625,653.125,11.4,3,0,0.6,0.42,5.17,11.71,19.33,65.38,2.42,107,46421,230.499.127.550.031
2016-02-18,228.333.333.333.333,274.645.833.333.333,567.083.333.333.333,NA,846.875,720.833.333.333.333,12.4,2.4,0,0.71,0.51,6.79,23.33,33.5,42.62,2.79,86,46256,185.921.826.357.662
2016-02-19,266.041.666.666.667,272.770.833.333.333,721.041.666.666.667,NA,155.875,760.625,14,3.2,0,0.69,0.52,5.62,16.79,24.88,47.71,1.88,85,40639,209.158.689.928.394
2016-02-20,330.208.333.333.333,2.803.125,656.666.666.666.667,NA,175,792.291.666.666.667,15.4,2.4,0,0.68,0.48,6.29,15.21,24.25,47.08,2.33,42,21464,195.676.481.550.503
2016-02-21,355.208.333.333.333,268.145.833.333.333,574.166.666.666.667,NA,145.458.333.333.333,101.770.833.333.333,17.9,3.7,0,0.74,0.48,6.12,19.58,28.96,47.71,3.25,33,18588,177.533.892.834.087
2016-02-22,217.916.666.666.667,251.979.166.666.667,619.375,NA,141.208.333.333.333,136.645.833.333.333,18.9,7,0,0.73,0.52,10.25,29.5,44.67,38,4.96,155,59655,259.827.340.541.447
2016-02-23,228.333.333.333.333,2.665.625,717.916.666.666.667,NA,169.25,112.020.833.333.333,19.6,5.8,0,0.65,0.45,8,22.26,34.3,34.13,2.91,113,45824,246.595.670.391.061
2016-02-24,285.416.666.666.667,272.625,729.166.666.666.667,NA,158.458.333.333.333,1.121.875,17.4,6,0,0.65,0.34,10.58,16.46,32.12,49.67,2.92,109,47209,230.888.178.101.633
2016-02-25,330.833.333.333.333,273.020.833.333.333,642.291.666.666.667,NA,186.833.333.333.333,122.291.666.666.667,18,6.4,0,0.6,0.28,6.29,13.79,23.17,54.25,2.83,106,43427,244.087.779.492.021
2016-02-26,219.791.666.666.667,255.520.833.333.333,67,NA,121.083.333.333.333,110.895.833.333.333,16.3,7.5,0,0.6,0.29,05.04,11.83,19.33,57.38,2.62,118,48156,245.036.963.202.924
2016-02-27,372.083.333.333.333,151.979.166.666.667,815.208.333.333.333,NA,1.018.125,101.416.666.666.667,13.7,6.3,20,0.6,0.24,4.54,9.42,16.04,73.46,3.88,21,11284,186.104.218.362.283
2016-02-28,384.791.666.666.667,126.479.166.666.667,703.125,NA,164.041.666.666.667,103.479.166.666.667,14.8,6,0.6,0.6,0.2,4.5,9.17,15.88,71.71,3.46,30,20160,148.809.523.809.524
2016-02-29,423.125,245.875,518.333.333.333.333,NA,168.479.166.666.667,12.2,18.8,6.7,0,0.6,0.21,4.29,6.25,12.62,76.38,2.88,118,47240,249.788.314.987.299
2016-03-01,262.916.666.666.667,308.645.833.333.333,441.458.333.333.333,NA,196.333.333.333.333,118.333.333.333.333,18.6,6.5,0,0.65,0.27,9.88,19.71,34.46,53.29,2.38,140,54358,257.551.786.305.604
2016-03-02,401.666.666.666.667,282.395.833.333.333,483.125,NA,165.416.666.666.667,139.791.666.666.667,19.5,8.9,0,0.61,0.24,5.45,9.91,17.95,71.5,2.91,114,44889,253.959.767.426.318
2016-03-03,414.166.666.666.667,312.145.833.333.333,449.791.666.666.667,NA,192.833.333.333.333,130.229.166.666.667,18.5,9.2,0,0.6,0.22,4.22,4.91,10.96,80.3,2.35,93,46579,199.660.791.343.739
2016-03-04,408.125,267.416.666.666.667,732.708.333.333.333,NA,192.770.833.333.333,114.104.166.666.667,16.3,6.7,0,0.6,0.22,4.14,10.55,16.68,72,3,136,51262,2.653.037.337.599
2016-03-05,439.375,308.604.166.666.667,467.916.666.666.667,NA,201.854.166.666.667,12.375,16.2,8.3,0,0.6,0.2,1.12,3.54,5.29,81.54,2.92,31,16094,192.618.367.093.327
2016-03-06,324.166.666.666.667,267.479.166.666.667,592.916.666.666.667,NA,188.75,952.291.666.666.667,14.1,6,0,0.65,0.2,1.29,6.25,8.33,68.96,2.25,44,26238,167.695.708.514.368
2016-03-07,260.625,250.083.333.333.333,598.125,NA,205.604.166.666.667,100.041.666.666.667,14.6,4.6,0,0.64,0.2,3.21,15.42,19.92,58.62,03.04,135,51350,262.901.655.306.719
2016-03-08,327.708.333.333.333,181.083.333.333.333,671.458.333.333.333,NA,198.958.333.333.333,105.333.333.333.333,14.4,7,0,0.62,0.23,2.61,16.87,20.7,57.86,2.96,140,54622,25.630.698.253.451
2016-03-09,2.275,278.479.166.666.667,708.541.666.666.667,NA,619.166.666.666.667,7.8375,11.1,4.1,0.3,0.64,0.25,9.75,25.46,39.96,37.79,03.04,103,47965,214.739.914.521.005
2016-03-10,312.083.333.333.333,290.791.666.666.667,566.666.666.666.667,NA,202.604.166.666.667,888.125,15.6,4.1,0,0.6,0.21,2.67,11.83,15.67,62.92,02.08,120,52546,228.371.331.785.483
2016-03-11,260.833.333.333.333,255.375,618.958.333.333.333,NA,219.416.666.666.667,966.041.666.666.667,15.4,4.7,0,0.67,0.24,3.62,15.29,20.62,55.67,2.5,93,46147,201.529.893.600.884
2016-03-12,3.025,2.744.375,628.958.333.333.333,NA,217.708.333.333.333,970.416.666.666.667,15.5,4.9,0,0.6,0.21,1.67,9.21,11.62,72.04,1.92,34,19265,176.485.855.177.784
2016-03-13,334.375,249.583.333.333.333,629.166.666.666.667,NA,208.791.666.666.667,952.083.333.333.333,15.2,4.7,0,0.61,0.21,1.33,11.08,12.92,77.96,02.08,8,5256,15.220.700.152.207
2016-03-14,260.416.666.666.667,203.625,746.875,NA,133.270.833.333.333,101.166.666.666.667,14.7,5.6,0,0.65,0.22,2.54,19.5,22.96,64.62,2.42,122,53502,228.028.858.734.253
2016-03-15,242.916.666.666.667,307.729.166.666.667,76.75,NA,770.833.333.333.333,997.916.666.666.667,14.2,7.4,0.1,0.74,0.3,3.12,18.33,22.88,52,2.29,106,48300,219.461.697.722.567
2016-03-16,284.166.666.666.667,207.166.666.666.667,748.541.666.666.667,NA,133.875,9.7625,15.1,6.7,8.6,0.63,0.22,2.38,17.19,20.43,51.86,2.62,105,52188,201.195.677.167.165
2016-03-17,238.125,200.541.666.666.667,761.875,NA,885.416.666.666.667,926.458.333.333.333,12.7,6.9,2,0.63,0.21,3.29,22.42,27.21,51.42,2.54,95,38796,244.870.605.217.033
2016-03-18,239.166.666.666.667,261.895.833.333.333,808.958.333.333.333,NA,176.833.333.333.333,10.0125,14.7,5.1,0,0.62,0.24,5.21,13.96,21.71,56.42,2.5,77,35225,218.594.748.048.261
2016-03-19,202.083.333.333.333,176,853.958.333.333.333,NA,771.458.333.333.333,119.416.666.666.667,15.2,8.7,1.1,0.74,0.21,1.75,18.88,21.25,59.88,2.54,7,3692,189.599.133.261.105
2016-03-20,220.625,167.833.333.333.333,861.666.666.666.667,NA,192.479.166.666.667,12.625,16.5,9.3,8.4,0.61,0.2,1.83,13.83,16.33,70.88,2.46,16,10815,147.942.672.214.517
2016-03-21,233.125,230.854.166.666.667,833.541.666.666.667,NA,163.645.833.333.333,118.708.333.333.333,15.7,8.7,0,0.6,0.2,2.22,15.74,19.04,54.68,2.82,94,41815,224.799.713.021.643
2016-03-22,285.833.333.333.333,271.416.666.666.667,766.041.666.666.667,NA,169.708.333.333.333,12.4625,17.4,9.1,0,0.6,0.24,4.65,19.57,26.26,54.48,03.04,78,35446,220.053.038.424.646
2016-03-23,390.416.666.666.667,253.416.666.666.667,581.666.666.666.667,NA,222.75,123.291.666.666.667,19,7,0,0.6,0.22,1.96,13.54,16.25,72.42,3.33,80,37286,214.557.742.852.545
2016-03-24,383.125,2.629.375,70,NA,247.208.333.333.333,11.3125,16.1,5.2,0,0.6,0.2,2.29,9.46,12.88,75.46,2.58,48,25434,188.723.755.602.736
2016-03-25,2.275,204.354.166.666.667,819.791.666.666.667,NA,188.458.333.333.333,114.770.833.333.333,16.6,7,0.4,0.61,0.22,1.79,11.88,14.38,67.33,2.96,21,13956,150.472.914.875.322
2016-03-26,2.9875,250.979.166.666.667,821.875,NA,199.125,130.125,17.7,7.6,0,0.6,0.2,1.17,6.92,8.67,71.75,2.62,32,22159,144.410.848.865.021
2016-03-27,265.833.333.333.333,2.029.375,78.875,NA,187.104.166.666.667,127.895.833.333.333,16.8,8.1,0,0.6,0.21,1.91,8.78,11.43,63.35,2.52,24,13508,177.672.490.376.073
2016-03-28,231.041.666.666.667,281.041.666.666.667,707.291.666.666.667,NA,152.104.166.666.667,137.041.666.666.667,21.3,8.2,0,0.6,0.2,1.79,8.29,10.67,53.88,2.67,16,11506,139.057.882.843.734
2016-03-29,359.791.666.666.667,259.25,655.625,NA,242.333.333.333.333,151.145.833.333.333,21.1,8.6,0,0.61,0.21,5.33,14.33,22.29,54.46,3.17,90,40994,219.544.323.559.545
2016-03-30,204.166.666.666.667,2.273.125,80.625,NA,227.416.666.666.667,137.666.666.666.667,20.8,9.5,0,0.61,0.23,3.46,15.29,20.46,63.04,2.88,53,28249,187.617.260.787.993
2016-03-31,373.958.333.333.333,205.416.666.666.667,664.375,NA,228.020.833.333.333,154.020.833.333.333,21.1,10.3,0,0.6,0.21,2.5,19.71,23.42,74.17,4,48,23838,201.359.174.427.385
2016-04-01,251.458.333.333.333,239.166.666.666.667,837.708.333.333.333,NA,605.416.666.666.667,110.979.166.666.667,13.6,8.2,13.5,0.6,0.2,1.83,12.5,15.17,61.17,03.04,47,24232,193.958.402.112.909
2016-04-02,199.791.666.666.667,280.479.166.666.667,748.541.666.666.667,NA,1.440.625,11.7625,18,6.7,0,0.6,0.21,2.58,14,17.71,47.46,3.42,16,6317,253.284.787.082.476
2016-04-03,2.7,254.125,825.833.333.333.333,NA,175.770.833.333.333,12.6625,16.9,7.3,0,0.6,0.2,1.92,9.29,12.04,75.92,3.46,11,7642,143.941.376.602.984
